,明细_所属分类,取数日期,数据日期,明细_数量,所属部门,明细_所属项目,班次,明细_项目,明细_计量单位
1909,直接材料,2025-07-22,2025-07-22 06:00:00,180.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1910,直接材料,2025-07-22,2025-07-22 06:00:00,870.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1911,直接材料,2025-07-22,2025-07-22 06:00:00,1144.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1912,直接材料,2025-07-22,2025-07-22 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1913,直接材料,2025-07-22,2025-07-22 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1914,直接材料,2025-07-22,2025-07-22 06:00:00,1.857,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1915,直接材料,2025-07-22,2025-07-22 06:00:00,0.44,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1916,直接材料,2025-07-23,2025-07-23 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1917,直接材料,2025-07-23,2025-07-23 06:00:00,1320.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1918,直接材料,2025-07-23,2025-07-23 06:00:00,2197.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1919,直接材料,2025-07-23,2025-07-23 06:00:00,310.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1920,直接材料,2025-07-23,2025-07-23 06:00:00,160.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1921,直接材料,2025-07-23,2025-07-23 06:00:00,938.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1922,直接材料,2025-07-23,2025-07-23 06:00:00,1037.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1923,直接材料,2025-07-23,2025-07-23 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1924,直接材料,2025-07-23,2025-07-23 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1925,直接材料,2025-07-23,2025-07-23 06:00:00,2.004,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1926,直接材料,2025-07-23,2025-07-23 06:00:00,0.51,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1927,直接材料,2025-07-24,2025-07-24 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1928,直接材料,2025-07-24,2025-07-24 06:00:00,1670.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1929,直接材料,2025-07-24,2025-07-24 06:00:00,2526.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1930,直接材料,2025-07-24,2025-07-24 06:00:00,380.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1931,直接材料,2025-07-24,2025-07-24 06:00:00,170.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1932,直接材料,2025-07-24,2025-07-24 06:00:00,995.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1933,直接材料,2025-07-24,2025-07-24 06:00:00,1092.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1934,直接材料,2025-07-24,2025-07-24 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1935,直接材料,2025-07-24,2025-07-24 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1936,直接材料,2025-07-24,2025-07-24 06:00:00,2.17,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1937,直接材料,2025-07-24,2025-07-24 06:00:00,0.599,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1938,直接材料,2025-07-25,2025-07-25 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1939,直接材料,2025-07-25,2025-07-25 06:00:00,1365.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1940,直接材料,2025-07-25,2025-07-25 06:00:00,2332.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1941,直接材料,2025-07-25,2025-07-25 06:00:00,330.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1942,直接材料,2025-07-25,2025-07-25 06:00:00,140.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1943,直接材料,2025-07-25,2025-07-25 06:00:00,739.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1944,直接材料,2025-07-25,2025-07-25 06:00:00,932.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1945,直接材料,2025-07-25,2025-07-25 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1946,直接材料,2025-07-25,2025-07-25 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1947,直接材料,2025-07-25,2025-07-25 06:00:00,1.183,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1948,直接材料,2025-07-25,2025-07-25 06:00:00,0.436,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1949,直接材料,2025-07-26,2025-07-26 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1950,直接材料,2025-07-26,2025-07-26 06:00:00,1230.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1951,直接材料,2025-07-26,2025-07-26 06:00:00,2143.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1952,直接材料,2025-07-26,2025-07-26 06:00:00,300.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1953,直接材料,2025-07-26,2025-07-26 06:00:00,140.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1954,直接材料,2025-07-26,2025-07-26 06:00:00,711.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1955,直接材料,2025-07-26,2025-07-26 06:00:00,953.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1956,直接材料,2025-07-26,2025-07-26 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1957,直接材料,2025-07-26,2025-07-26 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1958,直接材料,2025-07-26,2025-07-26 06:00:00,1.978,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1959,直接材料,2025-07-26,2025-07-26 06:00:00,0.514,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1960,直接材料,2025-07-27,2025-07-27 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1961,直接材料,2025-07-27,2025-07-27 06:00:00,1335.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1962,直接材料,2025-07-27,2025-07-27 06:00:00,2227.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1963,直接材料,2025-07-27,2025-07-27 06:00:00,310.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1964,直接材料,2025-07-27,2025-07-27 06:00:00,140.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1965,直接材料,2025-07-27,2025-07-27 06:00:00,710.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1966,直接材料,2025-07-27,2025-07-27 06:00:00,940.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1967,直接材料,2025-07-27,2025-07-27 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1968,直接材料,2025-07-27,2025-07-27 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1969,直接材料,2025-07-27,2025-07-27 06:00:00,1.752,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1970,直接材料,2025-07-27,2025-07-27 06:00:00,0.478,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1971,直接材料,2025-07-28,2025-07-28 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1972,直接材料,2025-07-28,2025-07-28 06:00:00,1510.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1973,直接材料,2025-07-28,2025-07-28 06:00:00,2614.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1974,直接材料,2025-07-28,2025-07-28 06:00:00,370.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1975,直接材料,2025-07-28,2025-07-28 06:00:00,160.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1976,直接材料,2025-07-28,2025-07-28 06:00:00,743.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1977,直接材料,2025-07-28,2025-07-28 06:00:00,1176.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1978,直接材料,2025-07-28,2025-07-28 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1979,直接材料,2025-07-28,2025-07-28 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1980,直接材料,2025-07-28,2025-07-28 06:00:00,2.017,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1981,直接材料,2025-07-28,2025-07-28 06:00:00,0.511,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1982,直接材料,2025-07-29,2025-07-29 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1983,直接材料,2025-07-29,2025-07-29 06:00:00,1223.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1984,直接材料,2025-07-29,2025-07-29 06:00:00,2281.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1985,直接材料,2025-07-29,2025-07-29 06:00:00,310.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1986,直接材料,2025-07-29,2025-07-29 06:00:00,130.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1987,直接材料,2025-07-29,2025-07-29 06:00:00,499.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1988,直接材料,2025-07-29,2025-07-29 06:00:00,945.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
1989,直接材料,2025-07-29,2025-07-29 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
1990,直接材料,2025-07-29,2025-07-29 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
1991,直接材料,2025-07-29,2025-07-29 06:00:00,1.816,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
1992,直接材料,2025-07-29,2025-07-29 06:00:00,0.478,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
1993,直接材料,2025-07-30,2025-07-30 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
1994,直接材料,2025-07-30,2025-07-30 06:00:00,1287.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
1995,直接材料,2025-07-30,2025-07-30 06:00:00,2468.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
1996,直接材料,2025-07-30,2025-07-30 06:00:00,330.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
1997,直接材料,2025-07-30,2025-07-30 06:00:00,130.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
1998,直接材料,2025-07-30,2025-07-30 06:00:00,666.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
1999,直接材料,2025-07-30,2025-07-30 06:00:00,918.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2000,直接材料,2025-07-30,2025-07-30 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2001,直接材料,2025-07-30,2025-07-30 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2002,直接材料,2025-07-30,2025-07-30 06:00:00,1.71,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2003,直接材料,2025-07-30,2025-07-30 06:00:00,0.453,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2004,直接材料,2025-07-31,2025-07-31 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
2005,直接材料,2025-07-31,2025-07-31 06:00:00,1410.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2006,直接材料,2025-07-31,2025-07-31 06:00:00,2658.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2007,直接材料,2025-07-31,2025-07-31 06:00:00,360.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2008,直接材料,2025-07-31,2025-07-31 06:00:00,90.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2009,直接材料,2025-07-31,2025-07-31 06:00:00,730.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2010,直接材料,2025-07-31,2025-07-31 06:00:00,374.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2011,直接材料,2025-07-31,2025-07-31 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2012,直接材料,2025-07-31,2025-07-31 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2013,直接材料,2025-07-31,2025-07-31 06:00:00,2.197,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2014,直接材料,2025-07-31,2025-07-31 06:00:00,0.35,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2015,直接材料,2025-09-01,2025-09-01 06:00:00,50.0,磨浮压滤工段,絮凝剂,夜班,,KG
2016,直接材料,2025-09-01,2025-09-01 06:00:00,1280.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2017,直接材料,2025-09-01,2025-09-01 06:00:00,2213.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2018,直接材料,2025-09-01,2025-09-01 06:00:00,310.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2019,直接材料,2025-09-01,2025-09-01 06:00:00,120.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2020,直接材料,2025-09-01,2025-09-01 06:00:00,776.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2021,直接材料,2025-09-01,2025-09-01 06:00:00,635.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2022,直接材料,2025-09-01,2025-09-01 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2023,直接材料,2025-09-01,2025-09-01 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2024,直接材料,2025-09-01,2025-09-01 06:00:00,2.084,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2025,直接材料,2025-09-01,2025-09-01 06:00:00,0.0,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2026,直接材料,2025-09-02,2025-09-02 06:00:00,67.0,磨浮压滤工段,絮凝剂,夜班,,KG
2027,直接材料,2025-09-02,2025-09-02 06:00:00,1420.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2028,直接材料,2025-09-02,2025-09-02 06:00:00,2552.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2029,直接材料,2025-09-02,2025-09-02 06:00:00,350.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2030,直接材料,2025-09-02,2025-09-02 06:00:00,130.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2031,直接材料,2025-09-02,2025-09-02 06:00:00,718.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2032,直接材料,2025-09-02,2025-09-02 06:00:00,757.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2033,直接材料,2025-09-02,2025-09-02 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2034,直接材料,2025-09-02,2025-09-02 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2035,直接材料,2025-09-02,2025-09-02 06:00:00,1.497,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2036,直接材料,2025-09-02,2025-09-02 06:00:00,0.287,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2037,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2038,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2039,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2040,直接材料,2025-09-03,2025-09-03 06:00:00,140.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2041,直接材料,2025-09-03,2025-09-03 06:00:00,673.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2042,直接材料,2025-09-03,2025-09-03 06:00:00,941.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2043,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2044,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2045,直接材料,2025-09-03,2025-09-03 06:00:00,0.0,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2046,直接材料,2025-09-03,2025-09-03 06:00:00,0.061,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2047,直接材料,2025-09-04,2025-09-04 06:00:00,67.0,磨浮压滤工段,絮凝剂,夜班,,KG
2048,直接材料,2025-09-04,2025-09-04 06:00:00,1578.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2049,直接材料,2025-09-04,2025-09-04 06:00:00,2898.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2050,直接材料,2025-09-04,2025-09-04 06:00:00,400.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2051,直接材料,2025-09-04,2025-09-04 06:00:00,190.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2052,直接材料,2025-09-04,2025-09-04 06:00:00,1252.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2053,直接材料,2025-09-04,2025-09-04 06:00:00,982.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2054,直接材料,2025-09-04,2025-09-04 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2055,直接材料,2025-09-04,2025-09-04 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2056,直接材料,2025-09-04,2025-09-04 06:00:00,2.183,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2057,直接材料,2025-09-04,2025-09-04 06:00:00,0.527,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2058,直接材料,2025-09-05,2025-09-05 06:00:00,67.0,磨浮压滤工段,絮凝剂,夜班,,KG
2059,直接材料,2025-09-05,2025-09-05 06:00:00,1485.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2060,直接材料,2025-09-05,2025-09-05 06:00:00,2568.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2061,直接材料,2025-09-05,2025-09-05 06:00:00,360.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2062,直接材料,2025-09-05,2025-09-05 06:00:00,160.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2063,直接材料,2025-09-05,2025-09-05 06:00:00,1122.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2064,直接材料,2025-09-05,2025-09-05 06:00:00,742.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2065,直接材料,2025-09-05,2025-09-05 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2066,直接材料,2025-09-05,2025-09-05 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2067,直接材料,2025-09-05,2025-09-05 06:00:00,2.053,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2068,直接材料,2025-09-05,2025-09-05 06:00:00,0.497,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2069,直接材料,2025-09-06,2025-09-06 06:00:00,67.0,磨浮压滤工段,絮凝剂,夜班,,KG
2070,直接材料,2025-09-06,2025-09-06 06:00:00,770.0,磨浮压滤工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
2071,直接材料,2025-09-06,2025-09-06 06:00:00,1852.0,磨浮压滤工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
2072,直接材料,2025-09-06,2025-09-06 06:00:00,230.0,磨浮压滤工段,暂无分类,夜班,1-2期半自磨用水量,吨
2073,直接材料,2025-09-06,2025-09-06 06:00:00,180.0,磨浮压滤工段,暂无分类,夜班,4、5号球磨用水量,吨
2074,直接材料,2025-09-06,2025-09-06 06:00:00,1084.0,磨浮压滤工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
2075,直接材料,2025-09-06,2025-09-06 06:00:00,938.0,磨浮压滤工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
2076,直接材料,2025-09-06,2025-09-06 06:00:00,0.0,磨浮压滤工段,衬板,夜班,1-2期半自磨衬板消耗,吨
2077,直接材料,2025-09-06,2025-09-06 06:00:00,0.0,磨浮压滤工段,衬板,夜班,4、5号球磨衬板消耗,吨
2078,直接材料,2025-09-06,2025-09-06 06:00:00,1.518,磨浮压滤工段,钢球,夜班,1-2期半自磨钢球消耗,吨
2079,直接材料,2025-09-06,2025-09-06 06:00:00,0.577,磨浮压滤工段,钢球,夜班,4、5号球磨钢球消耗,吨
2080,直接材料,2025-09-07,2025-09-07 06:00:00,67.0,磨浮压滤工段,絮凝剂,夜班,,KG
